POSITION_TITLE,QUALIFICATIONS,EDUCATION_TYPE,SCHOOL_TYPE,EDUCATION_MAJOR,EXPERIENCE_LENGTH,AWARDS,COMMUNITY_SERVICE,VOLUNTEERING,DRIVERS_LICENSE_AVAILABILITY,SKILLS_COUNT,SKILLS,LANGUAGES
"ENGINEERING SYSTEMS
INSTALLER",Seasoned Information Technology professional with over 7 plus years of experience working in various industries,Bachelor,high school,electronics and communications engineering technology,2.0,no,no,no,no,68,"['A+', 'account management', 'Accounting', 'alpha', 'Application Development', 'Microsoft Applications', 'ATM', 'automation', 'B2B', 'billing', 'BIND', 'CAT 5', 'Cat5', 'Cisco', 'Computer Hardware', 'hardware', 'credit', 'Css', 'CSS3', 'client', 'clients', 'customer service', 'Customer support', 'data entry', 'Database', 'DHCP', 'documentation', 'DNS', 'Electronics', 'Ethernet', 'fax machines', 'firewall', 'Help Desk', 'HTML', 'HTML5', 'Human Resources', 'PHP', 'IDS', 'inspection', 'inspect', 'Inventory management', 'IPX', 'Java', 'Java Script', 'Jquery', 'LANs', 'LAN', 'leadership', 'Team Leadership', 'Linux', 'mac', 'Mac OS', 'managing', 'all Microsoft', 'Access', 'Excel', 'Exchange', 'money', 'Microsoft Office', 'Outlook', 'PowerPoint', 'Publisher', 'SharePoint', 'Windows Applications', 'Windows', '2000', 'Windows 95', '']",1
LIGHTING FIELD ENGINEERING TECHNICIAN,Engineering Technician with an impressive blend of technical expertise and people skills,Bachelor,university,,4.0,no,no,no,no,6,"[' GIS', 'lighting designs using Visual Professional', 'Access', 'Excel', 'Microsoft Office', 'Power Point']",1
PROCESS ENGINEERING TECHNICIAN III,,Bachelor,university,science,21.0,no,no,no,no,32,"['biology', 'budget', 'charts', 'Oral', 'cost\nanalysis', 'data analysis', 'documentation', 'equipment operation', 'experiments', 'graphs', 'laser', 'materials', 'Natural Gas', 'Oil', 'PQ', 'process development', 'process\ndevelopment', 'process-engineering', 'process improvement', 'product development', 'producing', 'protocols', 'quality\nassurance', 'Research', 'staffing', 'supervisory', 'technical support', 'technician', 'time management', 'trouble shooting', 'Validation', 'waste reduction']",1
ENGINEERING TECHNICIAN III,"Engineering Technician with an extensive troubleshooting, repair, and installation background",Master,university,science,2.0,no,no,no,no,9,"['lude electrical safety and explosive ordnance handling.          Electrical Power Generation Equipment Repairer Technician   08/1996   to   08/1999     Company Name      Performed maintenance on mobile utility precise power generation sets', 'and internal combustion engines. Administered troubleshooting procedures on electronic equipment using wiring schematics and diagrams. Maintained diesel and gasoline engines by adjusting valves', 'carburetors', 'ignition points', 'alternators', 'regulators', 'and solenoids. Performed maintenance services such as lubrication', 'oil change', 'radiator flushes and repaired small motor generators']",1
SUPPORT ENGINEERING MANAGER,Successful and motivated IT Escalation Manager possessing extensive knowledge of leading a team of high performance Tier 3 engineers solving complex IT issues and providing excellent service for Fortune 1000 customers,Doctorate,university,business administration degree,13.0,yes,no,yes,no,29,"['Premier', 'Back-up', 'balance', 'cable', 'coaching', 'Council', 'CSS', 'databases', 'Hiring', 'Internet usage', 'leadership training', 'meetings', 'mentor', 'Exchange', 'Exchange Server', 'MOM', 'Outlook', 'Windows', '2000', 'network', 'networking', 'Novell servers', 'performance reviews', 'performance management', 'Recruiting', 'Routing', 'Systems Management Server', 'speech', 'Staffing']",1
ENGINEERING SERVICES MANAGER,Proficient in process engineering and applying process needs to available technology to improve production availability and uptime,Bachelor,college,,20.0,no,no,no,no,82,"['accounting', 'Apple computers', 'asset management', 'automation', 'basic', 'blueprints', 'budgets', 'budget', 'C', 'CA', 'hardware', 'concept', 'contracts', 'client', 'database', 'DC', 'delivery', 'design and construction', 'directing', 'Electrical systems', 'electronics', 'equipment installation', 'filling', 'Fire protection', 'Food safety', 'Hammer', 'HVAC', 'instruction', 'inventory management', 'inventory control', 'Labor relations', 'layout', 'logic', 'Logistics', 'machinery', 'maintenance schedules', 'manufacturing processes', 'materials', 'Mechanical', 'Microsoft Access', '2000', 'Microsoft NT server', 'Microsoft Windows NT Server', 'microwave', 'NEC', 'network', 'networks', 'Novell', 'Personnel', 'PLC programming', 'PLC', 'plumbing', 'Power distribution', 'process control', 'process engineering', 'Programming', 'quality', 'quality control', 'radio', 'Record keeping', 'repairs', 'repairing', 'Safety', 'safety codes', 'SCADA', 'Siemens PLC', 'staffing', 'supervising', 'Supervision', 'surveys', 'technical support', 'phones', 'transmission', 'troubleshooting', 'UHF', 'utilities', 'validation', 'VHF', 'View', 'Water quality', 'Wonderware', 'written']",1
ENGINEERING TECHNICIAN,,Bachelor,high school,,29.0,no,no,no,no,62,"['automotive', 'basic', 'broadcast', 'cables', 'cable', 'cabling', 'carpentry', 'chill', 'CA', 'conversion', 'Council', 'SC', 'Direction', 'documentation', 'electrical systems', 'electronics', 'equipment installation', 'experimentation', 'FAX', 'forms', 'government', 'GPS', 'HVAC', 'inspecting', 'Inspection', 'laboratory testing', 'leadership', 'team leadership', 'Team Lead', 'team leader', 'lighting', 'Logic', 'Maple', 'mechanical', 'Navy', 'NDS', 'Network', 'OSS', 'personnel', 'plumbing', 'Positioning', 'Power Supply', 'power supplies', 'quality', 'Radio', 'recording', 'San', 'scheduling', 'sorting', 'technical documentation', 'Technician V', 'telecommunications', 'transmission', 'troubleshooting', 'UHF', 'upgrades', 'upgrade', 'VHF', 'Video', 'welder', 'welding', 'written communications']",1
SOFTWARE ENGINEERING TEAM LEAD,,Bachelor,,engineering,10.0,no,no,no,no,30,"['active directory', 'AD', 'bridges', 'client', 'Designing', 'DHCP', 'DNS', 'imaging', 'ITIL v', 'Managing', 'messaging', 'access', 'MCSE', 'mail', 'office', 'outlook', 'Microsoft technologies', 'Windows', 'window', 'Migration', 'network', 'networks', 'producer', 'routers', 'servers', 'SLA', 'technical support', 'desktop support', 'troubleshooting', 'upgrade']",1
INDUSTRIAL ENGINEERING MANAGER,"Self-motivated, innovative and goal-oriented Industrial Engineer, Project Manager and Team Leader dedicated to boosting company revenue through exceptional leadership and rigorous cost and schedule control techniques",Bachelor,university,business administration,6.0,no,no,no,no,43,"['Assembly', 'BCA', 'Business Operations', 'Business Plan', 'business strategy', 'capacity planning', 'Change Management', 'hardware', 'Council', 'Delivery', 'Design Of Experiments', 'Engineer', 'ERP', 'Estimating', 'Financial Planning', 'functional', 'IE', 'Leadership', 'Director', 'people management', 'Mgmt', 'managing', 'product marketing', 'MAX', 'MES', 'MS Project', 'Paint', 'process improvement', 'processes', 'procurement', 'production management', 'program management', 'programming', 'Project Management', 'risk analysis', 'scheduling', 'Sound', 'spreadsheets', 'staffing', 'Strategy', 'TAL', 'vision', 'workshops']",1
EQUIPMENT ENGINEERING TECHNICIAN,Skilled Maintenance Mechanic Technician with superb problem solving and multi-tasking skills,Bachelor,college,,20.0,no,no,no,no,35,"['automation', 'closing', 'coaching', 'oral', 'hardware', 'customer support', 'designing', 'direction', 'hand tools', 'inventory', 'ISO 9001', 'Machinery', 'materials', 'mechanical', 'personnel', 'processes', 'Procurement', 'programming', 'progress', 'quality', 'Quality Control', 'Receiving', 'repairs', 'repairing', 'research', 'robotic systems', 'safety', 'scheduling', 'shipping', 'simulation', 'Supervisor', 'Test Equipment', 'Troubleshooting', 'written', 'articles']",1
CHEMICAL ENGINEERING INTERN,,Bachelor,university,science,0.0,no,no,no,no,8,"[' Qualifications      Monitor and analyze\ndata from processes and experiments.\n    Follow safety\nprocedures to be employed by workers operating equipment or working in close\nproximity to ongoing chemical reactions.\n    Improve processes to\nseparate components of liquids or gases or generate electrical currents', 'using\ncontrolled chemical processes.\n    Troubleshoot problems\nwith chemical manufacturing processes.\n    Evaluate chemical\nequipment and processes to identify ways to optimize performance or to ensure\ncompliance with safety and environmental regulations.    Research engineering\naspects of biological or chemical processes.\n\n    Conduct validation tests of equipment or processes.    Determine causes of\noperational problems or failures.\n    Evaluate\ncharacteristics of equipment or systems.    Proficient in Microsoft Office', 'OAM', 'MES', 'and EPI.    Working knowledge of SAP', 'ChemCad', 'C+', 'Java']",2
CORPORATE ENGINEERING SUPPORT TECHNICIAN,"Installing, Configuring, Troubleshooting Windows, Linux and OS X  Installing, Configuring, Troubleshooting SoHo Networks  Creating & Updating documentation  Software Installation, configuring, and Troubleshooting  Implementing, Configuring network and End User Security  Mobile device Support  Printer Support  CLI Knowledge  VOIP, Video Chat Support  Critical Thinking with Root Cause Analysis  Encryption  File Structures  Network Protocols  AAA Security Model  Accounts and Group policy  Browser Support  TECHNOLOGY PROFICIENCIES  Operating Systems:  Windows 7-10, Ubuntu 14",Bachelor,,,4.0,no,no,no,no,81,"['A+', 'Active Directory', 'Antivirus', 'Apple', 'Bash', 'Basic', 'BGP', 'CAD', 'call center', 'CCNA', 'CD-ROM', 'CLI', 'Cisco iOS', 'Cisco', 'com', 'Hardware', 'computer hardware', 'Council', 'Critical Thinking', 'Encryption', 'Client', 'Dell', 'DHCP', 'documentation', 'DNS', 'Edge', 'email', 'Firewall', 'Forms', 'Help Desk Support', 'HP', 'IBM', 'Insurance', 'Internet Explorer', 'LAN', 'laptops', 'Linux and OS', 'Linux', 'access', 'Excel', 'mail', 'Microsoft Office', 'MS Office', 'Outlook', 'PowerPoint', 'Windows 7', 'Microsoft Windows', 'Windows', 'Word', 'Modems', 'MSI', 'Networking I', 'Network', 'Networking', 'Networks', 'Operating Systems', 'OS', 'OSPF', 'policies', 'Printer', 'Printers', 'Protocols', 'Python', 'Routers', 'Routing', 'scripting', 'Software Installation', 'SolidWorks', 'SSL', 'Switches', 'system administration', 'tables', 'TCP/IP', 'TV', 'troubleshooting I', 'Troubleshooting', 'Video', 'Video Conferencing', 'VPN', 'VOIP', 'WAN']",1
MECHANICAL ENGINEERING INTERN,"Proficient in SolidWorks			Linear Control  AutoCAD	Solid Mechanics  Engineering graphics and design		Microsoft Word  Fluid Mechanics		Microsoft PowerPoint  Thermal Analysis					Project management  Heat Transfer			Time management skills  Statics/Dynamics				Written and verbal communication skills  Material Science  Engineering Probability and Statistics Academic, acrylic, AutoCAD, CAD, concept, Engineer-in-Training, estimating, drawing, graphics and design, Laser,  Material Science, Microsoft Excel, Microsoft PowerPoint, Microsoft Word, design process, progress, Project  management, Reporting, research, robotics, safety, SolidWorks, Statistics, Time management, verbal communication  skills, weighing, Written                Experience      Company Name    City  ,   State    Mechanical Engineering Intern   09/2015   to   Current       Worked with a team of four people in UCSD's MAE 3 class to build a mobile robot",Bachelor,university,bachelor of science,0.0,no,no,yes,no,31,"['Academic', 'acrylic', 'AutoCAD', 'CAD', 'concept', 'Engineer-In-Training', 'EIT', 'estimating', 'drawing', 'graphics and design', 'Laser', 'Material Science', 'Microsoft Excel', 'Microsoft PowerPoint', 'Microsoft Word', 'design process', 'progress', 'Project management', 'Project\nmanagement', 'proposals', 'Reporting', 'Research', 'robotics', 'safety', 'SolidWorks', 'Statistics', 'Time management', 'verbal communication\nskills', 'verbal communication skills', 'weighing', 'Written']",1
ENGINEERING MANAGER,,Bachelor,university,science,35.0,no,no,no,no,3,"[' Experience with AutoCAD', 'Microsoft Office', 'and various ERP systems']",1
ENGINEERING PROJECT MANAGER,"Experienced with multiple years of client relations, leadership, team building, strong analytical skills, managerial and project management knowledge",Bachelor,university,arts,12.0,no,no,no,no,52,"[' Microsoft Office Suite', 'Dynamic AX', 'Access', 'Excel', 'PowerPoint and Word.  Microsoft Teams.  Experienced with Oracle', 'PeopleSoft', 'Sales Force', 'SAP', 'Jira', 'SharePoint and Gantt Chart Scheduler.  Possess strong written and verbal communication skills.  Possess strong knowledge of project management lifecycle.  Streamline', 'ad', 'advertisements', 'advertising', 'ad copy', 'agile', 'automation', 'billing', 'budgets', 'budget', 'cable', 'hardware', 'client', 'clients', 'database', 'engineering projects', 'financial', 'focus', 'inventory', 'leadership', 'managing', 'market trends', 'Access', 'Excel', 'Microsoft Office Suite', 'PowerPoint', 'SharePoint', 'Word', 'works', 'networks', 'Oracle', 'PeopleSoft', 'processes', 'project management', 'proposals', 'real time', 'reporting', 'Sales', 'SAP', 'scheduling', 'verbal communication skills', 'workbench', 'written']",1
PROJECT ADMINISTRATOR,A consistent team leader with great analytic and interpersonal skills; highly focused in achieving and maintaining excellent customer relationships to assist you in achieving your organizational goals,Bachelor,university,,10.0,no,no,no,no,35,"['accounts receivable', 'AIA', 'bank reconciliation', 'billing', 'billings', 'budgets', 'daily cash receipts', 'cash flow', 'Consultant', 'Contracts', 'Controller', 'clients', 'financial', 'financial reports', 'financial statements', 'Forms', 'General Ledger', 'general ledger accounts', 'Government', 'insurance', 'meetings', 'excel', 'Microsoft office applications', 'office', 'PowerPoint', 'Pivot tables', 'presentations', 'Prime', 'progress', 'proposals', 'Express', 'reporting', 'spreadsheet', 'tax', 'Timberline']",1
SOFTWARE ENGINEERING MANAGER,"Experienced software engineer, and hands-on engineering manager with 20+ years of product development experience in broadcast media, and 10+ years of experience in leading development teams (20+ engineers), hiring (10+ offers, 40+ interviews), HR personnel procedures, performance reviews, and project transitions",Master,,,20.0,no,no,no,no,48,"['API', 'ATL', 'audio', 'backup', 'broadcast', 'C++', 'CLI', 'Hardware', 'concept', 'content management', 'Content', 'client', 'clients', 'documentation', 'dynamic HTML5', 'editing', 'XML', 'FTP', 'functional', 'drawing', 'HTTP', 'IDs', 'explorer', 'JavaScript', 'json', 'LAN', 'MB', 'access', 'C#', 'MFC', 'Win', 'Windows', '2000', 'NAS', 'OOP', 'page', 'Proxy', 'rendering', 'SAN', 'Scrum', 'servers', 'specification', 'team management', 'threads', 'troubleshoot', 'Video', 'Video Editing', 'Visual C']",1
